16 3.727291e-07 1.863645e-07 2.484860e-07 2.778158e-07 2.795468e-07 1.242430e-07 1.389079e-07
32 9.265232e-08 4.632616e-08 6.176821e-08 6.905896e-08 6.948924e-08 3.088411e-08 3.452948e-08
64 3.516963e-08 1.758481e-08 2.344642e-08 2.621389e-08 2.637722e-08 1.172321e-08 1.310695e-08
128 9.535412e-09 4.767706e-09 6.356941e-09 7.107276e-09 7.151560e-09 3.178471e-09 3.553638e-09
256 2.389998e-09 1.194999e-09 1.593333e-09 1.781400e-09 1.792499e-09 7.966663e-10 8.907000e-10
512 5.881523e-10 2.940757e-10 3.921019e-10 4.383827e-10 4.411158e-10 1.960507e-10 2.191913e-10
1024 1.440449e-10 7.202156e-11 9.602896e-11 1.073633e-10 1.080330e-10 4.801509e-11 5.368249e-11
