16 6.193736e-08 1.238747e-07 4.129158e-08 4.616538e-08 2.787181e-07 8.258315e-08 9.233077e-08
32 2.174926e-08 4.349853e-08 1.449951e-08 1.621094e-08 9.787168e-08 2.899902e-08 3.242189e-08
64 6.067290e-09 1.213458e-08 4.044860e-09 4.522291e-09 2.730280e-08 8.089719e-09 9.044581e-09
128 1.506395e-09 3.012790e-09 1.004263e-09 1.122801e-09 6.778778e-09 2.008527e-09 2.245601e-09
256 3.628199e-10 7.256397e-10 2.418799e-10 2.704300e-10 1.632689e-09 4.837598e-10 5.408598e-10
512 8.649300e-11 1.729847e-10 5.766195e-11 6.446799e-11 3.892158e-10 1.153229e-10 1.289352e-10 
1024 2.152882e-11 4.305932e-11 1.435314e-11 1.604718e-11 9.688313e-11 2.870628e-11 3.209474e-11
